Timestamp,Temperature (C)
2024-01-26 22:00:00,83.15
2024-01-26 22:30:00,84.8
2024-01-26 23:00:00,85.23
2024-01-26 23:30:00,86.1
2024-01-27 00:00:00,85.8
2024-01-27 00:30:00,84.29
2024-01-27 01:00:00,86.23
2024-01-27 01:30:00,86.03
2024-01-27 02:00:00,87.05
2024-01-27 02:30:00,87.71
2024-01-27 03:00:00,88.88
2024-01-27 03:30:00,89.99
2024-01-27 04:00:00,91.16
2024-01-27 04:30:00,91.52
2024-01-27 05:00:00,92.7
2024-01-27 05:30:00,90.83
2024-01-27 06:00:00,92.16
2024-01-27 06:30:00,92.89
2024-01-27 07:00:00,94.22
2024-01-27 07:30:00,92.82
2024-01-27 08:00:00,91.56
2024-01-27 08:30:00,92.09
2024-01-27 09:00:00,91.57
2024-01-27 09:30:00,92.57
2024-01-27 10:00:00,91.99
2024-01-27 10:30:00,91.17
2024-01-27 11:00:00,90.02
2024-01-27 11:30:00,88.04
2024-01-27 12:00:00,86.93
2024-01-27 12:30:00,87.8
2024-01-27 13:00:00,89.3
2024-01-27 13:30:00,90.82
2024-01-27 14:00:00,91.62
2024-01-27 14:30:00,89.86
2024-01-27 15:00:00,88.69
2024-01-27 15:30:00,88.94
2024-01-27 16:00:00,90.45
2024-01-27 16:30:00,91.97
2024-01-27 17:00:00,90.41
2024-01-27 17:30:00,91.63
2024-01-27 18:00:00,91.9
2024-01-27 18:30:00,91.61
2024-01-27 19:00:00,90.19
2024-01-27 19:30:00,90.61
2024-01-27 20:00:00,92.46
2024-01-27 20:30:00,93.63
2024-01-27 21:00:00,93.99
2024-01-27 21:30:00,95.62
2024-01-27 22:00:00,94.75
2024-01-27 22:30:00,94.44
2024-01-27 23:00:00,96.37
2024-01-27 23:30:00,96.17
2024-01-28 00:00:00,95.74
2024-01-28 00:30:00,97.38
2024-01-28 01:00:00,97.3
2024-01-28 01:30:00,96.9
2024-01-28 02:00:00,97.91
2024-01-28 02:30:00,98.18
2024-01-28 03:00:00,98.2
2024-01-28 03:30:00,97.01
2024-01-28 04:00:00,95.8
2024-01-28 04:30:00,94.76
2024-01-28 05:00:00,95.61
2024-01-28 05:30:00,96.93
2024-01-28 06:00:00,96.99
2024-01-28 06:30:00,98.6
2024-01-28 07:00:00,97.01
2024-01-28 07:30:00,96.59
2024-01-28 08:00:00,94.99
2024-01-28 08:30:00,93.37
2024-01-28 09:00:00,91.5
2024-01-28 09:30:00,90.43
2024-01-28 10:00:00,88.9
2024-01-28 10:30:00,89.98
2024-01-28 11:00:00,90.08
2024-01-28 11:30:00,90.04
2024-01-28 12:00:00,91.95
2024-01-28 12:30:00,93.78
2024-01-28 13:00:00,94.1
2024-01-28 13:30:00,92.65
2024-01-28 14:00:00,93.5
2024-01-28 14:30:00,92.77
2024-01-28 15:00:00,92.33
2024-01-28 15:30:00,92.06
2024-01-28 16:00:00,93.08
2024-01-28 16:30:00,91.76
2024-01-28 17:00:00,91.66
2024-01-28 17:30:00,91.37
2024-01-28 18:00:00,89.39
2024-01-28 18:30:00,88.82
2024-01-28 19:00:00,89.52
2024-01-28 19:30:00,90.88
2024-01-28 20:00:00,89.51
2024-01-28 20:30:00,90.63
2024-01-28 21:00:00,89.47
2024-01-28 21:30:00,90.8
2024-01-28 22:00:00,89.5
2024-01-28 22:30:00,90.83
2024-01-28 23:00:00,92.28
2024-01-28 23:30:00,91.25
2024-01-29 00:00:00,90.73
2024-01-29 00:30:00,90.59
2024-01-29 01:00:00,92.55
2024-01-29 01:30:00,92.61
2024-01-29 02:00:00,94.39
2024-01-29 02:30:00,94.35
2024-01-29 03:00:00,95.61
2024-01-29 03:30:00,96.24
2024-01-29 04:00:00,95.26
2024-01-29 04:30:00,93.87
2024-01-29 05:00:00,93.89
2024-01-29 05:30:00,92.65
2024-01-29 06:00:00,92.85
2024-01-29 06:30:00,91.03
2024-01-29 07:00:00,90.24
2024-01-29 07:30:00,89.21
2024-01-29 08:00:00,89.26
2024-01-29 08:30:00,88.01
2024-01-29 09:00:00,86.96
2024-01-29 09:30:00,85.16
2024-01-29 10:00:00,86.88
2024-01-29 10:30:00,85.02
2024-01-29 11:00:00,85.64
2024-01-29 11:30:00,86.31
2024-01-29 12:00:00,85.49
2024-01-29 12:30:00,86.34
2024-01-29 13:00:00,84.41
2024-01-29 13:30:00,83.69
2024-01-29 14:00:00,83.54
2024-01-29 14:30:00,81.57
2024-01-29 15:00:00,82.86
2024-01-29 15:30:00,84.84
2024-01-29 16:00:00,83.78
2024-01-29 16:30:00,83.64
2024-01-29 17:00:00,85.48
2024-01-29 17:30:00,84.36
2024-01-29 18:00:00,84.43
2024-01-29 18:30:00,84.46
2024-01-29 19:00:00,84.72
2024-01-29 19:30:00,86.29
2024-01-29 20:00:00,85.2
2024-01-29 20:30:00,85.65
2024-01-29 21:00:00,84.93
2024-01-29 21:30:00,85.42
2024-01-29 22:00:00,86.7
2024-01-29 22:30:00,87.84
2024-01-29 23:00:00,89.82
2024-01-29 23:30:00,87.87
2024-01-30 00:00:00,86.92
2024-01-30 00:30:00,86.29
2024-01-30 01:00:00,84.77
2024-01-30 01:30:00,84.03
2024-01-30 02:00:00,85.45
2024-01-30 02:30:00,85.02
2024-01-30 03:00:00,86.57
2024-01-30 03:30:00,84.97
2024-01-30 04:00:00,83.53
2024-01-30 04:30:00,85.19
2024-01-30 05:00:00,85.09
2024-01-30 05:30:00,84.26
2024-01-30 06:00:00,84.46
2024-01-30 06:30:00,86.32
2024-01-30 07:00:00,86.02
2024-01-30 07:30:00,84.85
2024-01-30 08:00:00,84.26
2024-01-30 08:30:00,85.85
2024-01-30 09:00:00,85.13
2024-01-30 09:30:00,84.69
2024-01-30 10:00:00,85.42
2024-01-30 10:30:00,85.66
2024-01-30 11:00:00,84.28
2024-01-30 11:30:00,84.97
2024-01-30 12:00:00,84.17
2024-01-30 12:30:00,82.84
2024-01-30 13:00:00,83.89
2024-01-30 13:30:00,85.43
2024-01-30 14:00:00,83.46
2024-01-30 14:30:00,84.29
2024-01-30 15:00:00,85.57
2024-01-30 15:30:00,84.5
2024-01-30 16:00:00,84.22
2024-01-30 16:30:00,85.62
2024-01-30 17:00:00,85.35
2024-01-30 17:30:00,84.51
2024-01-30 18:00:00,83.98
2024-01-30 18:30:00,82.57
2024-01-30 19:00:00,81.02
2024-01-30 19:30:00,82.8
2024-01-30 20:00:00,82.83
2024-01-30 20:30:00,83.3
2024-01-30 21:00:00,84.33
2024-01-30 21:30:00,83.78
2024-01-30 22:00:00,84.78
2024-01-30 22:30:00,86.01
2024-01-30 23:00:00,87.84
2024-01-30 23:30:00,87.62
2024-01-31 00:00:00,88.78
2024-01-31 00:30:00,89.89
2024-01-31 01:00:00,90.63
2024-01-31 01:30:00,91.04
2024-01-31 02:00:00,90.02
2024-01-31 02:30:00,91.94
2024-01-31 03:00:00,91.39
2024-01-31 03:30:00,90.26
2024-01-31 04:00:00,92.17
2024-01-31 04:30:00,93.81
2024-01-31 05:00:00,95.26
2024-01-31 05:30:00,95.01
2024-01-31 06:00:00,94.95
2024-01-31 06:30:00,95.74
2024-01-31 07:00:00,97.27
2024-01-31 07:30:00,98.29
2024-01-31 08:00:00,97.24
2024-01-31 08:30:00,95.8
2024-01-31 09:00:00,96.33
2024-01-31 09:30:00,96.01
2024-01-31 10:00:00,94.53
2024-01-31 10:30:00,95.37
2024-01-31 11:00:00,94.61
2024-01-31 11:30:00,93.95
2024-01-31 12:00:00,94.94
2024-01-31 12:30:00,94.5
2024-01-31 13:00:00,95.7
2024-01-31 13:30:00,93.82
2024-01-31 14:00:00,95.63
2024-01-31 14:30:00,95.46
2024-01-31 15:00:00,95.27
2024-01-31 15:30:00,96.87
2024-01-31 16:00:00,98.41
2024-01-31 16:30:00,98.0
2024-01-31 17:00:00,99.67
2024-01-31 17:30:00,99.74
2024-01-31 18:00:00,98.06
2024-01-31 18:30:00,97.65
2024-01-31 19:00:00,99.01
2024-01-31 19:30:00,98.85
2024-01-31 20:00:00,98.8
2024-01-31 20:30:00,97.32
2024-01-31 21:00:00,95.97
2024-01-31 21:30:00,95.11
2024-01-31 22:00:00,95.01
2024-01-31 22:30:00,96.88
2024-01-31 23:00:00,96.93
2024-01-31 23:30:00,97.13
2024-02-01 00:00:00,98.83
2024-02-01 00:30:00,96.98
2024-02-01 01:00:00,95.3
2024-02-01 01:30:00,93.47
2024-02-01 02:00:00,93.19
2024-02-01 02:30:00,91.2
2024-02-01 03:00:00,91.76
2024-02-01 03:30:00,92.42
2024-02-01 04:00:00,92.92
2024-02-01 04:30:00,91.87
2024-02-01 05:00:00,92.2
2024-02-01 05:30:00,93.28
2024-02-01 06:00:00,92.01
2024-02-01 06:30:00,93.49
2024-02-01 07:00:00,95.28
2024-02-01 07:30:00,94.97
2024-02-01 08:00:00,96.95
2024-02-01 08:30:00,95.09
2024-02-01 09:00:00,96.68
2024-02-01 09:30:00,95.27
2024-02-01 10:00:00,95.86
2024-02-01 10:30:00,94.76
2024-02-01 11:00:00,92.82
2024-02-01 11:30:00,93.76
2024-02-01 12:00:00,92.23
2024-02-01 12:30:00,93.46
2024-02-01 13:00:00,95.34
2024-02-01 13:30:00,97.31
2024-02-01 14:00:00,97.77
2024-02-01 14:30:00,96.19
2024-02-01 15:00:00,95.62
2024-02-01 15:30:00,97.31
2024-02-01 16:00:00,96.03
2024-02-01 16:30:00,96.94
2024-02-01 17:00:00,97.69
2024-02-01 17:30:00,98.54
2024-02-01 18:00:00,97.63
2024-02-01 18:30:00,98.68
2024-02-01 19:00:00,97.5
2024-02-01 19:30:00,96.45
2024-02-01 20:00:00,97.27
2024-02-01 20:30:00,95.56
2024-02-01 21:00:00,96.27
2024-02-01 21:30:00,94.38
2024-02-01 22:00:00,92.54
2024-02-01 22:30:00,92.67
2024-02-01 23:00:00,91.05
2024-02-01 23:30:00,90.78
2024-02-02 00:00:00,91.42
2024-02-02 00:30:00,89.55
2024-02-02 01:00:00,90.67
2024-02-02 01:30:00,90.96
2024-02-02 02:00:00,91.04
2024-02-02 02:30:00,91.69
2024-02-02 03:00:00,93.68
2024-02-02 03:30:00,95.04
2024-02-02 04:00:00,96.4
2024-02-02 04:30:00,95.44
2024-02-02 05:00:00,93.97
2024-02-02 05:30:00,93.91
2024-02-02 06:00:00,92.96
2024-02-02 06:30:00,93.57
2024-02-02 07:00:00,91.95
2024-02-02 07:30:00,91.37
2024-02-02 08:00:00,92.52
2024-02-02 08:30:00,92.98
2024-02-02 09:00:00,92.31
2024-02-02 09:30:00,90.74
2024-02-02 10:00:00,90.88
2024-02-02 10:30:00,90.38
2024-02-02 11:00:00,91.59
2024-02-02 11:30:00,90.29
2024-02-02 12:00:00,92.12
2024-02-02 12:30:00,91.16
2024-02-02 13:00:00,92.79
2024-02-02 13:30:00,94.57
2024-02-02 14:00:00,92.61
2024-02-02 14:30:00,93.36
2024-02-02 15:00:00,93.48
2024-02-02 15:30:00,94.48
2024-02-02 16:00:00,96.21
2024-02-02 16:30:00,94.71
2024-02-02 17:00:00,95.56
2024-02-02 17:30:00,96.76
2024-02-02 18:00:00,95.29
2024-02-02 18:30:00,94.44
2024-02-02 19:00:00,93.38
2024-02-02 19:30:00,91.65
2024-02-02 20:00:00,90.18
2024-02-02 20:30:00,91.16
2024-02-02 21:00:00,90.57
2024-02-02 21:30:00,90.04
2024-02-02 22:00:00,91.2
2024-02-02 22:30:00,91.36
2024-02-02 23:00:00,89.98
2024-02-02 23:30:00,90.82
2024-02-03 00:00:00,90.18
2024-02-03 00:30:00,89.76
2024-02-03 01:00:00,87.81
2024-02-03 01:30:00,88.05
2024-02-03 02:00:00,89.65
2024-02-03 02:30:00,89.47
2024-02-03 03:00:00,87.99
2024-02-03 03:30:00,86.83
2024-02-03 04:00:00,86.77
2024-02-03 04:30:00,85.67
2024-02-03 05:00:00,83.82
2024-02-03 05:30:00,83.73
2024-02-03 06:00:00,84.37
2024-02-03 06:30:00,86.07
2024-02-03 07:00:00,86.41
2024-02-03 07:30:00,88.28
2024-02-03 08:00:00,89.44
2024-02-03 08:30:00,87.93
2024-02-03 09:00:00,88.57
2024-02-03 09:30:00,89.19
2024-02-03 10:00:00,91.13
2024-02-03 10:30:00,91.92
2024-02-03 11:00:00,92.09
2024-02-03 11:30:00,90.27
2024-02-03 12:00:00,90.72
2024-02-03 12:30:00,92.16
2024-02-03 13:00:00,92.32
2024-02-03 13:30:00,90.54
2024-02-03 14:00:00,90.04
2024-02-03 14:30:00,89.92
2024-02-03 15:00:00,90.08
2024-02-03 15:30:00,90.02
2024-02-03 16:00:00,88.39
2024-02-03 16:30:00,88.48
2024-02-03 17:00:00,89.14
2024-02-03 17:30:00,89.94
2024-02-03 18:00:00,89.88
2024-02-03 18:30:00,89.38
2024-02-03 19:00:00,88.01
2024-02-03 19:30:00,89.63
2024-02-03 20:00:00,87.82
2024-02-03 20:30:00,88.83
2024-02-03 21:00:00,87.06
2024-02-03 21:30:00,86.92
2024-02-03 22:00:00,85.26
2024-02-03 22:30:00,85.51
2024-02-03 23:00:00,87.4
2024-02-03 23:30:00,87.64
2024-02-04 00:00:00,88.71
2024-02-04 00:30:00,89.96
2024-02-04 01:00:00,91.67
2024-02-04 01:30:00,89.71
2024-02-04 02:00:00,91.38
2024-02-04 02:30:00,91.72
2024-02-04 03:00:00,91.53
2024-02-04 03:30:00,92.35
2024-02-04 04:00:00,90.78
2024-02-04 04:30:00,89.65
2024-02-04 05:00:00,90.57
2024-02-04 05:30:00,90.61
2024-02-04 06:00:00,91.3
2024-02-04 06:30:00,90.38
2024-02-04 07:00:00,90.53
2024-02-04 07:30:00,91.71
2024-02-04 08:00:00,92.9
2024-02-04 08:30:00,94.19
2024-02-04 09:00:00,92.29
2024-02-04 09:30:00,91.11
2024-02-04 10:00:00,89.48
2024-02-04 10:30:00,88.46
2024-02-04 11:00:00,88.48
2024-02-04 11:30:00,87.95
2024-02-04 12:00:00,87.5
2024-02-04 12:30:00,88.17
2024-02-04 13:00:00,86.66
2024-02-04 13:30:00,84.88
2024-02-04 14:00:00,82.98
2024-02-04 14:30:00,81.85
2024-02-04 15:00:00,83.39
2024-02-04 15:30:00,81.39
2024-02-04 16:00:00,80.8
2024-02-04 16:30:00,79.19
2024-02-04 17:00:00,78.19
2024-02-04 17:30:00,78.77
2024-02-04 18:00:00,77.68
2024-02-04 18:30:00,75.9
2024-02-04 19:00:00,75.75
2024-02-04 19:30:00,75.61
2024-02-04 20:00:00,75.34
2024-02-04 20:30:00,76.25
2024-02-04 21:00:00,77.29
2024-02-04 21:30:00,77.49
2024-02-04 22:00:00,75.75
2024-02-04 22:30:00,77.03
2024-02-04 23:00:00,78.29
2024-02-04 23:30:00,79.6
2024-02-05 00:00:00,79.96
2024-02-05 00:30:00,79.91
2024-02-05 01:00:00,78.87
2024-02-05 01:30:00,79.67
2024-02-05 02:00:00,80.24
2024-02-05 02:30:00,78.5
2024-02-05 03:00:00,76.61
2024-02-05 03:30:00,77.76
2024-02-05 04:00:00,77.42
2024-02-05 04:30:00,78.91
2024-02-05 05:00:00,77.31
2024-02-05 05:30:00,78.58
2024-02-05 06:00:00,78.75
2024-02-05 06:30:00,80.58
2024-02-05 07:00:00,81.29
2024-02-05 07:30:00,82.18
2024-02-05 08:00:00,83.75
2024-02-05 08:30:00,83.31
2024-02-05 09:00:00,82.91
2024-02-05 09:30:00,81.1
2024-02-05 10:00:00,80.0
2024-02-05 10:30:00,80.89
2024-02-05 11:00:00,82.7
2024-02-05 11:30:00,82.66
2024-02-05 12:00:00,81.57
2024-02-05 12:30:00,83.34
2024-02-05 13:00:00,85.12
2024-02-05 13:30:00,84.62
2024-02-05 14:00:00,84.11
2024-02-05 14:30:00,82.24
2024-02-05 15:00:00,80.28
2024-02-05 15:30:00,80.34
2024-02-05 16:00:00,81.29
2024-02-05 16:30:00,81.98
2024-02-05 17:00:00,81.3
2024-02-05 17:30:00,82.77
2024-02-05 18:00:00,82.09
2024-02-05 18:30:00,83.39
2024-02-05 19:00:00,82.78
2024-02-05 19:30:00,83.83
2024-02-05 20:00:00,82.84
2024-02-05 20:30:00,83.33
2024-02-05 21:00:00,83.71
2024-02-05 21:30:00,85.19
2024-02-05 22:00:00,86.02
2024-02-05 22:30:00,87.77
2024-02-05 23:00:00,86.63
2024-02-05 23:30:00,86.71
2024-02-06 00:00:00,88.39
2024-02-06 00:30:00,89.76
2024-02-06 01:00:00,88.24
2024-02-06 01:30:00,89.89
2024-02-06 02:00:00,89.6
2024-02-06 02:30:00,88.53
2024-02-06 03:00:00,86.64
2024-02-06 03:30:00,86.99
2024-02-06 04:00:00,85.73
2024-02-06 04:30:00,86.02
2024-02-06 05:00:00,86.74
2024-02-06 05:30:00,87.1
2024-02-06 06:00:00,85.21
2024-02-06 06:30:00,83.43
2024-02-06 07:00:00,83.84
2024-02-06 07:30:00,85.2
2024-02-06 08:00:00,83.87
2024-02-06 08:30:00,83.06
2024-02-06 09:00:00,81.44
2024-02-06 09:30:00,79.66
2024-02-06 10:00:00,77.67
2024-02-06 10:30:00,77.03
2024-02-06 11:00:00,76.68
2024-02-06 11:30:00,76.02
2024-02-06 12:00:00,75.48
2024-02-06 12:30:00,75.69
2024-02-06 13:00:00,77.04
2024-02-06 13:30:00,76.5
2024-02-06 14:00:00,77.17
2024-02-06 14:30:00,76.65
2024-02-06 15:00:00,77.53
2024-02-06 15:30:00,76.25
2024-02-06 16:00:00,77.46
2024-02-06 16:30:00,76.3
2024-02-06 17:00:00,76.79
2024-02-06 17:30:00,78.54
2024-02-06 18:00:00,78.76
2024-02-06 18:30:00,77.32
2024-02-06 19:00:00,76.06
2024-02-06 19:30:00,76.73
2024-02-06 20:00:00,77.71
2024-02-06 20:30:00,77.83
2024-02-06 21:00:00,76.97
2024-02-06 21:30:00,78.14
2024-02-06 22:00:00,77.4
2024-02-06 22:30:00,75.85
2024-02-06 23:00:00,74.55
2024-02-06 23:30:00,74.66
2024-02-07 00:00:00,73.62
2024-02-07 00:30:00,73.48
2024-02-07 01:00:00,72.86
2024-02-07 01:30:00,73.86
2024-02-07 02:00:00,71.88
2024-02-07 02:30:00,71.73
2024-02-07 03:00:00,71.58
2024-02-07 03:30:00,69.78
2024-02-07 04:00:00,68.03
2024-02-07 04:30:00,69.79
2024-02-07 05:00:00,71.76
2024-02-07 05:30:00,71.85
2024-02-07 06:00:00,73.14
2024-02-07 06:30:00,75.08
2024-02-07 07:00:00,76.1
2024-02-07 07:30:00,77.78
2024-02-07 08:00:00,77.68
2024-02-07 08:30:00,79.17
2024-02-07 09:00:00,80.41
2024-02-07 09:30:00,79.24
2024-02-07 10:00:00,80.43
2024-02-07 10:30:00,80.03
2024-02-07 11:00:00,78.26
2024-02-07 11:30:00,80.05
2024-02-07 12:00:00,80.68
2024-02-07 12:30:00,80.13
2024-02-07 13:00:00,79.63
2024-02-07 13:30:00,81.37
2024-02-07 14:00:00,82.27
2024-02-07 14:30:00,83.15
2024-02-07 15:00:00,81.38
2024-02-07 15:30:00,82.74
2024-02-07 16:00:00,83.82
2024-02-07 16:30:00,82.65
2024-02-07 17:00:00,84.45
2024-02-07 17:30:00,82.88
2024-02-07 18:00:00,84.83
2024-02-07 18:30:00,82.9
2024-02-07 19:00:00,81.41
2024-02-07 19:30:00,81.35
2024-02-07 20:00:00,81.05
2024-02-07 20:30:00,83.02
2024-02-07 21:00:00,82.47
2024-02-07 21:30:00,81.78
2024-02-07 22:00:00,83.49
2024-02-07 22:30:00,83.41
2024-02-07 23:00:00,81.67
2024-02-07 23:30:00,79.91
2024-02-08 00:00:00,78.52
2024-02-08 00:30:00,77.52
2024-02-08 01:00:00,75.97
2024-02-08 01:30:00,76.29
2024-02-08 02:00:00,75.93
2024-02-08 02:30:00,74.74
